request_id,acquired_time,on_worklist_time,triaged_time,dictation_complete,report_signed_time,report_sent_time
RQ00062,2024-01-04 03:38:18.476690400,2024-01-04 07:10:19.043944800,2024-01-04 15:53:39.640485600,2024-01-04 19:26:49.481643600,2024-01-04 22:22:27.900618000,2024-01-05 01:11:01.333857600
RQ00063,2024-10-06 08:49:02.667053199,2024-10-06 11:45:30.861182799,2024-10-06 21:27:29.537883999,2024-10-07 01:27:04.848903999,2024-10-07 04:10:11.141676399,2024-10-07 06:40:22.491255999
RQ00064,2023-04-20 08:22:09.920061600,2023-04-20 12:01:04.749295200,2023-04-20 17:11:52.997940000,2023-04-20 21:29:21.404563200,2023-04-21 00:34:43.973343600,2023-04-21 03:20:26.936024400
RQ00065,2024-11-23 06:38:23.225030000,2024-11-23 10:27:53.155848800,2024-11-23 19:31:27.285756800,2024-11-23 23:46:49.725485600,2024-11-24 02:15:29.668210400,2024-11-24 04:47:08.147045600
RQ00066,2024-09-07 12:38:08.328486400,2024-09-07 16:29:04.326910000,2024-09-07 23:04:38.680528000,2024-09-08 02:53:29.308840000,2024-09-08 05:52:12.567449200,2024-09-08 08:57:37.498337200
RQ00067,2024-12-19 00:14:15.867047600,2024-12-19 03:10:19.322546000,2024-12-19 10:54:05.088458000,2024-12-19 15:20:51.749590400,2024-12-19 17:17:58.077288800,2024-12-19 19:52:58.883964800
RQ00068,2023-06-24 15:55:24.295502400,2023-06-24 20:05:11.031915600,2023-06-25 02:24:34.161409200,2023-06-25 06:27:20.734518000,2023-06-25 08:50:15.636326400,2023-06-25 11:52:43.019167200
RQ00069,2024-08-14 17:57:14.154954000,2024-08-14 21:09:39.686766000,2024-08-15 06:00:51.877960800,2024-08-15 09:49:11.986023600,2024-08-15 12:37:11.262110400,2024-08-15 15:08:55.218961200
RQ00070,2023-11-11 16:02:22.679968800,2023-11-11 19:45:27.627489600,2023-11-12 07:01:05.395381200,2023-11-12 10:59:30.182570400,2023-11-12 13:36:23.673843600,2023-11-12 16:03:45.895120800
RQ00071,2023-06-04 07:25:59.966722400,2023-06-04 09:34:56.663481199,2023-06-04 18:02:52.765942399,2023-06-04 22:43:09.939523999,2023-06-05 01:20:18.299927599,2023-06-05 03:32:39.329554399
RQ00072,2024-02-18 21:23:47.356626000,2024-02-18 23:40:53.010795600,2024-02-19 08:39:37.137220800,2024-02-19 12:09:25.413295200,2024-02-19 14:38:54.408018000,2024-02-19 17:12:08.371438800
RQ00073,2023-02-14 18:39:33.581734400,2023-02-14 22:12:07.088106800,2023-02-15 07:00:39.102618800,2023-02-15 11:17:02.737393999,2023-02-15 14:11:30.901727599,2023-02-15 16:43:12.648138799
RQ00074,2023-01-16 19:08:20.061518800,2023-01-16 21:38:45.869638000,2023-01-17 06:30:12.774230800,2023-01-17 10:04:12.858936400,2023-01-17 12:25:20.689418800,2023-01-17 15:11:35.656826800
RQ00075,2024-02-18 23:49:17.104738000,2024-02-19 03:37:28.675163200,2024-02-19 10:14:18.506564800,2024-02-19 14:57:46.760982400,2024-02-19 17:11:34.062096400,2024-02-19 19:33:45.392039200
RQ00076,2023-04-07 02:28:14.642826400,2023-04-07 05:49:38.544713200,2023-04-07 14:08:08.283740800,2023-04-07 17:03:26.402488000,2023-04-07 19:38:33.472894000,2023-04-07 22:18:28.731324400
RQ00077,2024-02-27 01:51:42.450925600,2024-02-27 04:19:29.114197600,2024-02-27 12:06:43.004458000,2024-02-27 16:05:35.731510000,2024-02-27 18:28:59.124200800,2024-02-27 20:31:56.055780400
RQ00078,2024-07-26 17:09:08.104243600,2024-07-26 20:19:58.153493200,2024-07-27 04:06:38.216706400,2024-07-27 06:54:21.162926800,2024-07-27 09:53:03.606704800,2024-07-27 12:20:39.732776800
RQ00079,2024-09-30 06:58:37.446615200,2024-09-30 11:02:14.774014400,2024-09-30 18:21:40.078876400,2024-09-30 22:50:33.919854800,2024-10-01 00:43:27.688361600,2024-10-01 03:29:22.753950800
RQ00080,2024-11-28 16:51:27.007181200,2024-11-28 20:04:02.256854800,2024-11-29 05:11:10.230686800,2024-11-29 10:06:11.291460400,2024-11-29 12:31:36.062276800,2024-11-29 15:01:31.531727200
RQ00081,2023-02-15 06:50:18.614250000,2023-02-15 10:05:01.099969200,2023-02-15 17:16:05.804365200,2023-02-15 20:49:07.404388799,2023-02-15 23:40:42.146509199,2023-02-16 02:02:29.026400399
RQ00082,2024-01-13 01:44:36.067887600,2024-01-13 05:15:44.888072400,2024-01-13 14:45:38.028499200,2024-01-13 18:30:32.347281600,2024-01-13 21:07:23.987172000,2024-01-13 23:57:38.342451600
RQ00083,2024-05-02 20:47:58.309859600,2024-05-03 00:02:26.353836800,2024-05-03 07:25:21.940948400,2024-05-03 10:53:30.735051200,2024-05-03 14:03:45.938640800,2024-05-03 17:04:41.168872400
RQ00084,2024-05-16 03:48:35.807499600,2024-05-16 08:16:32.397973200,2024-05-16 16:10:25.689754800,2024-05-16 20:32:09.628604400,2024-05-16 23:02:20.614260000,2024-05-17 01:45:30.244149600
RQ00085,2023-08-24 14:51:48.034118400,2023-08-24 18:09:03.060445200,2023-08-25 03:14:36.055182000,2023-08-25 07:36:04.769534400,2023-08-25 10:24:34.679695200,2023-08-25 13:06:20.525056800
RQ00086,2023-08-28 10:15:02.634843200,2023-08-28 14:36:19.529762000,2023-08-28 22:20:34.327319600,2023-08-29 02:31:29.647970000,2023-08-29 05:12:55.859838800,2023-08-29 07:55:21.875292800
RQ00087,2023-11-22 10:30:51.550127200,2023-11-22 14:33:03.630386800,2023-11-22 22:19:34.229776000,2023-11-23 03:08:20.070991600,2023-11-23 05:33:31.815154000,2023-11-23 08:15:35.504128000
RQ00088,2024-11-12 09:14:26.435855200,2024-11-12 12:24:14.183515600,2024-11-12 21:26:53.271436000,2024-11-13 03:00:32.685852399,2024-11-13 05:24:01.985174799,2024-11-13 08:21:54.532473999
RQ00089,2024-03-24 06:05:18.671928400,2024-03-24 09:34:59.798971600,2024-03-24 19:20:27.100550800,2024-03-24 22:48:14.737036000,2024-03-25 00:54:09.525240400,2024-03-25 03:28:35.350698400
RQ00090,2024-03-03 14:21:36.916170800,2024-03-03 18:05:31.516000400,2024-03-04 02:27:09.961034000,2024-03-04 06:28:11.398601600,2024-03-04 09:12:20.861830400,2024-03-04 10:55:54.095591600
RQ00091,2023-07-04 20:55:57.710088400,2023-07-05 00:23:09.207750400,2023-07-05 09:05:25.533026800,2023-07-05 13:50:07.110278800,2023-07-05 16:04:11.202595600,2023-07-05 19:06:24.847512400
RQ00092,2024-01-20 15:36:03.077798800,2024-01-20 19:02:09.240191200,2024-01-21 03:37:02.397259600,2024-01-21 07:30:56.572315600,2024-01-21 10:20:55.499330800,2024-01-21 12:49:38.526852400
RQ00093,2023-01-23 02:10:56.767403600,2023-01-23 06:12:30.331320800,2023-01-23 13:26:43.083524000,2023-01-23 17:34:11.155896800,2023-01-23 19:34:17.834616800,2023-01-23 22:43:03.045118400
RQ00094,2024-02-22 19:02:48.358698400,2024-02-22 23:55:18.551658400,2024-02-23 09:15:36.661090000,2024-02-23 12:41:43.290676000,2024-02-23 15:23:45.432524800,2024-02-23 17:43:13.983060400
RQ00095,2024-04-06 02:28:12.093503600,2024-04-06 05:25:10.040985200,2024-04-06 12:16:13.083402800,2024-04-06 15:27:55.422785600,2024-04-06 17:49:07.972580000,2024-04-06 20:12:43.336530800
RQ00096,2023-06-16 17:48:22.806320400,2023-06-16 22:18:04.462707600,2023-06-17 06:49:52.033213200,2023-06-17 11:02:14.055385200,2023-06-17 14:00:50.352958800,2023-06-17 16:41:27.111375600
RQ00097,2024-03-24 14:08:13.475128000,2024-03-24 16:47:13.097592400,2024-03-24 23:58:54.890981200,2024-03-25 04:44:04.639061200,2024-03-25 06:51:28.876055200,2024-03-25 09:33:50.253470800
RQ00098,2024-11-10 13:19:33.213050400,2024-11-10 16:58:06.833762400,2024-11-11 01:22:03.173746800,2024-11-11 05:41:43.260788400,2024-11-11 08:18:32.884131600,2024-11-11 11:23:30.684238800
RQ00099,2023-05-30 06:25:12.494977200,2023-05-30 10:02:25.259754000,2023-05-30 16:13:19.594191600,2023-05-30 19:11:06.851053200,2023-05-30 21:39:38.646340800,2023-05-31 00:25:25.496276400
RQ00100,2023-10-09 19:36:50.040400800,2023-10-10 00:19:25.665522000,2023-10-10 09:38:37.163937600,2023-10-10 14:00:26.062276800,2023-10-10 16:33:18.824322000,2023-10-10 18:41:45.098013600
RQ00101,2024-05-29 01:29:57.426820400,2024-05-29 05:38:40.104974000,2024-05-29 14:32:33.919655600,2024-05-29 17:53:58.518192800,2024-05-29 20:35:01.665891200,2024-05-29 23:20:32.330129600
RQ00102,2024-11-04 05:54:44.960443200,2024-11-04 09:23:54.820442400,2024-11-04 18:03:50.922723600,2024-11-04 22:24:46.086192000,2024-11-05 00:43:13.310724000,2024-11-05 03:27:24.725908800
RQ00103,2023-01-03 20:12:16.817749600,2023-01-03 22:57:39.796787200,2023-01-04 06:23:58.011461200,2023-01-04 09:37:03.370026400,2023-01-04 12:24:41.871046000,2023-01-04 15:07:06.231572800
RQ00104,2023-05-09 16:05:55.023380400,2023-05-09 20:18:31.961799600,2023-05-10 04:22:36.729068400,2023-05-10 07:39:40.528107599,2023-05-10 10:01:45.891284399,2023-05-10 13:07:09.373805999
RQ00105,2024-08-27 02:14:28.988773200,2024-08-27 05:52:44.387091600,2024-08-27 14:37:22.342941600,2024-08-27 18:55:04.250212800,2024-08-27 22:09:09.666796800,2024-08-28 00:23:59.259279600
RQ00106,2024-08-28 07:35:07.473291200,2024-08-28 10:30:19.915284800,2024-08-28 18:12:34.608969200,2024-08-28 22:45:33.488267600,2024-08-29 00:56:59.214921200,2024-08-29 03:53:01.644268400
RQ00107,2023-01-21 20:38:19.645601200,2023-01-21 23:35:03.451552000,2023-01-22 05:49:58.519706800,2023-01-22 09:04:08.892817600,2023-01-22 11:22:09.771138400,2023-01-22 13:55:07.087867600
RQ00108,2024-05-23 20:11:47.582672800,2024-05-24 00:05:45.941454400,2024-05-24 07:15:25.752947200,2024-05-24 11:27:41.350458400,2024-05-24 14:27:25.020430000,2024-05-24 17:37:08.851243600
RQ00109,2024-03-27 06:40:24.813836400,2024-03-27 10:39:09.733010400,2024-03-27 20:02:33.572331600,2024-03-27 23:17:20.842868400,2024-03-28 01:38:07.443214800,2024-03-28 04:54:05.063446800
RQ00110,2023-02-01 23:31:33.627000400,2023-02-02 01:33:41.514545200,2023-02-02 09:26:26.052029200,2023-02-02 14:00:10.377929200,2023-02-02 16:30:17.409200800,2023-02-02 19:19:10.002263200
RQ00111,2023-04-18 06:19:01.759920000,2023-04-18 09:38:22.872506400,2023-04-18 17:07:13.057756800,2023-04-18 21:11:49.251513600,2023-04-18 23:45:01.252750800,2023-04-19 02:21:59.655716400
RQ00112,2024-12-17 08:56:08.256347200,2024-12-17 12:03:40.873306000,2024-12-17 20:48:41.906182000,2024-12-18 01:06:40.523688400,2024-12-18 03:12:37.634652400,2024-12-18 05:41:37.339350400
RQ00113,2024-02-20 23:50:18.508753200,2024-02-21 03:04:16.745349600,2024-02-21 11:42:31.284470400,2024-02-21 15:40:30.895902000,2024-02-21 18:13:33.494234400,2024-02-21 20:42:20.728183200
RQ00114,2023-11-06 12:18:24.441224800,2023-11-06 14:46:53.814245200,2023-11-06 23:22:16.408614400,2023-11-07 03:30:16.850351200,2023-11-07 06:08:10.605534400,2023-11-07 08:46:35.836205200
RQ00115,2023-10-18 00:11:06.244264000,2023-10-18 04:10:10.486337200,2023-10-18 12:36:51.116076400,2023-10-18 17:08:04.752906400,2023-10-18 19:41:09.931693600,2023-10-18 22:11:45.519414399
RQ00116,2023-09-11 22:14:54.913029600,2023-09-12 01:19:49.792842000,2023-09-12 08:57:02.343897600,2023-09-12 13:02:21.972252000,2023-09-12 15:35:19.436052000,2023-09-12 18:09:24.503661600
RQ00117,2023-07-02 00:31:03.253504400,2023-07-02 04:20:08.790687200,2023-07-02 13:10:12.012952400,2023-07-02 17:59:30.655845200,2023-07-02 20:37:27.773921600,2023-07-02 23:13:29.352701600
RQ00118,2023-08-04 18:02:06.309376400,2023-08-04 22:16:51.941542400,2023-08-05 06:31:44.140259600,2023-08-05 10:37:32.211972800,2023-08-05 13:02:57.831280400,2023-08-05 15:33:14.424148399
RQ00119,2023-11-19 12:41:57.776022800,2023-11-19 15:41:19.182903200,2023-11-20 01:18:50.737595600,2023-11-20 06:01:04.285220000,2023-11-20 08:24:41.898749600,2023-11-20 10:45:08.925017600
RQ00120,2024-05-28 09:18:13.525843599,2024-05-28 12:10:40.980873999,2024-05-28 20:54:28.662248799,2024-05-29 01:03:56.277593199,2024-05-29 03:42:49.423445199,2024-05-29 05:45:36.197437599
RQ00121,2024-12-14 09:45:09.506376800,2024-12-14 13:56:10.597427600,2024-12-14 21:50:24.898769600,2024-12-15 01:12:14.768248400,2024-12-15 03:40:14.237732000,2024-12-15 06:02:21.538918400
RQ00122,2024-09-22 19:51:19.124461599,2024-09-22 23:21:56.106141999,2024-09-23 07:54:31.974132399,2024-09-23 11:17:59.711605599,2024-09-23 13:39:55.097709999,2024-09-23 16:35:32.766797199
RQ00123,2023-04-02 12:56:39.459182000,2023-04-02 15:56:33.857553200,2023-04-03 00:08:31.327869200,2023-04-03 04:17:07.441581200,2023-04-03 06:38:19.483750400,2023-04-03 09:09:18.776236400
RQ00124,2024-01-29 21:00:14.961201600,2024-01-30 00:55:44.304205200,2024-01-30 07:51:35.106211200,2024-01-30 12:02:30.881347200,2024-01-30 14:59:43.858627200,2024-01-30 17:33:38.695202400
RQ00125,2023-01-31 01:11:47.257906000,2023-01-31 04:08:00.292471600,2023-01-31 11:58:21.637684000,2023-01-31 16:29:26.162831200,2023-01-31 18:58:42.146513200,2023-01-31 21:38:06.517051600
RQ00126,2024-02-05 19:18:36.316995200,2024-02-05 23:18:05.928732800,2024-02-06 06:09:21.557877200,2024-02-06 09:54:13.464206000,2024-02-06 12:35:33.772258400,2024-02-06 14:34:51.186242000
RQ00127,2023-05-10 14:10:58.626014000,2023-05-10 17:09:48.293595200,2023-05-11 01:10:47.871431600,2023-05-11 05:00:14.171337200,2023-05-11 08:08:08.472950000,2023-05-11 10:37:03.902064800
RQ00128,2023-01-30 16:24:36.354493200,2023-01-30 20:12:12.868618800,2023-01-31 03:24:07.616323200,2023-01-31 07:34:03.075990000,2023-01-31 09:58:34.313463600,2023-01-31 12:38:55.843552800
